,shot,dda,t1,t2,Te ped height (keV),error,ne ped height 10^19(m^-3),error.1,pe ped height (kPa),error.2,Te psiN=0.9 pre-ELM (keV),error.3,ne psiN=0.9 pre-ELM 10^19(m^-3),error.4,pe psiN=0.9 pre-ELM (kPa),error.5,Te pedestal width (psiN %),error.6,Ne pedestal width (psiN %),error.7,pe pedestal width (psiN %),error.8,Te pedestal width Rmid (cm),error.9,Ne pedestal width Rmid (cm),error.10,pe pedestal width Rmid (cm),error.11,ne separatrix from exp data 10^19(m^-3),error.12,ne separatrix from fit 10^19(m^-3),error.13,ne position (psiN),error.14,Te position (psiN),error.15,pe position (psiN),error.16,ne position Rmid (m),error.17,Te position Rmid (m),error.18,pe position Rmid (m),error.19,separatrix position Rmid (m),error.20,ne inner slope,error.21,Te inner slope,error.22,pe inner slope,error.23,beta_pol ped (electrons),error.24,nu* pedestal,error.25,rho* pedestal,error.26,Zeff,error.27,BetaN (dia),error.28,BetaN (MHD),error.29,Ip (MA),error.30,B (T),error.31,R (m),error.32,a (m),error.33,average triangularity,error.34,Meff,error.35,P_NBI (MW),error.36,P_ICRH (MW),error.37,P_TOT=PNBI+Pohm+PICRH-Pshi (MW),error.38,plasma volume (m^3),error.39,q95,error.40,gas flow rate of main species 10^22  (e/s),error.41,H/(H+D),error.42,electron rate from GIM  1 (e/s),error.43,electron rate from GIM  2 (e/s),error.44,electron rate from GIM  3 (e/s),error.45,electron rate from GIM  4 (e/s),error.46,electron rate from GIM  5 (e/s),error.47,electron rate from GIM  6 (e/s),error.48,electron rate from GIM  7 (e/s),error.49,electron rate from GIM  8 (e/s),error.50,electron rate from GIM  9 (e/s),error.51,electron rate from GIM 10 (e/s),error.52,electron rate from GIM 11 (e/s),error.53,electron rate from GIM 12 (e/s),error.54,electron rate from GIM 13 (e/s),error.55,electron rate from GIM 14 (e/s),error.56,electron rate from GIM 15 (e/s),error.57,sub-divertor pressure from bar1 (10!u-6!n bar),error.58,Atomic number of seeded impurity,error.59,flow rate of seeded impurity 10^22 (e/s),error.60,FLAG: DEUTERIUM,FLAG: HYDROGEN,FLAG: H/D mix,FLAG: He JET-C,FLAG: Seeding,FLAG: Kicks,FLAG: RMP,FLAG: pellets,FLAG: HRTS data validated,divertor configuration
500,81822,T005/lfrassin,54.361099243199995,55.986099243199995,0.2715169191,0.016490181899999998,6.0180315971,0.1190482527,2.604313612,0.166347906,0.4082070887,0.024791857200000003,6.190177440599999,0.1224536225,4.9030356407,0.3131764531,0.0502582751,0.008363327,0.0459221713,0.0063742851,0.0407464243,0.0074356152000000005,2.7733552456,0.46150562170000003,2.5371305943,0.3521696031,2.5214803219,0.8750659226999999,3.2751479149000002,0.4984443486,3.8359923363,0.8750659226999999,1.0059748888,0.0016905024,0.9906910658,0.0026513305,0.9880312681,0.0032948831,3.8303563595,0.0064339031999999996,3.8219213486,0.0101969829,3.8204541206,0.0127316928,3.8270556926999997,0.0,0.012437013,0.0040590158,0.2712680101,0.0347613804,0.2523853779,0.0884917751,0.0811445117,0.0051830234,3.9539690018,0.5584942102,2.91389e-05,8.849e-07,-1.0,-1.0,1.2455501556,0.023185424500000003,1.0358692408,0.0207399838,1.9642095566,0.0046999552000000005,2.0000748634,0.0003522489,2.8883407116,0.0017547498000000002,0.9342797995000001,0.0022823598999999997,0.27523708339999997,0.0021470326,1.9983654022,0.0001177691,9.503460884099999,0.488183707,0.0,0.0,10.259125709500001,0.19049559530000001,76.7020645142,0.2671081126,3.2360539436,0.013811601299999999,2.557151556,0.0457552485,0.0016345978,0.0001177691,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3967599273,0.001332034,0.0,0.0,2.1603922844,0.0444232635,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.6655683516999997,0.0129724452,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,V/H
502,81824,T001/rfrid,52.705299377399996,53.9539985657,0.4089641273,0.0166319888,5.7397403717,0.0917599127,3.7265124321,0.1628409177,0.560318172,0.022787341800000003,5.9173293114,0.0945989937,6.2562208176,0.273383975,0.0490731709,0.0101361256,0.043751955,0.0070747970999999995,0.0396448784,0.0087405322,2.6173939705000002,0.540626049,2.3361032009000002,0.3777535558,2.8802835941000002,0.7492062449,2.6708078384,0.3536626399,2.9095995426,0.7492062449,1.0,0.0012553305,0.9849944115000001,0.0018498857000000001,0.9822629093999999,0.0023357894,3.8241188526,0.004799088,3.8161141872,0.0071505425,3.8146588801999997,0.0090678511,3.8241188526,0.0,0.0136151146,0.0031702509,0.2097854763,0.021498315,0.2019854784,0.0513852835,0.1098598763,0.004800650300000001,1.7224442959000001,0.1676350534,3.59682e-05,7.314e-07,-1.0,-1.0,1.3875027894999998,0.0469754562,1.2317962646,0.0439666621,1.9745966196,0.0061552851,1.9998030663,0.0001734575,2.8839752674,0.0043206178,0.9374024868,0.0041173328999999995,0.2765784562,0.0037535615,1.9983161688,0.0001439536,9.9635744095,0.08338274059999999,0.0,0.0,10.5948877335,0.2807082236,76.6722869873,0.2691340446,3.2387368679,0.0135609368,0.9681246281,0.003163758,0.0016838311999999999,0.0001439536,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3994100392,0.0010232639,0.0,0.0,0.5687146783,0.0021404896,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.8098456264,0.2114227414,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,V/H
503,81824,T002/rfrid,55.0858001709,55.992401123,0.3639642596,0.0117993811,6.1343903542,0.0951769724,3.5766057968,0.1285450608,0.5283106565,0.0171273388,6.2131924628999995,0.0963996127,6.4005713463,0.23003984989999998,0.0253877267,0.0086716954,0.0390255228,0.0082626473,0.024548335,0.0084696412,1.322009325,0.45155921579999997,2.0334227085,0.4305247664,2.9157693386,0.7557619809999999,3.868016243,0.6307026743999999,3.6613399982,0.7557619809999999,1.0035204887,0.0013200964000000001,0.992959857,0.0013161113000000001,0.9908475876,0.0019717705,3.8287725449,0.0050351205,3.8232729435,0.0050626607,3.8221728801999997,0.00760881,3.826939106,0.0,0.0048419237,0.0026192658,0.1220927909,0.0150888236,0.1266558915,0.0702804625,0.1139987633,0.0040971744000000004,2.236140728,0.179681614,3.44264e-05,5.58e-07,-1.0,-1.0,1.3919848203999998,0.056926455300000005,1.2284684181,0.05906654150000001,1.9673398733,0.0054988512,2.0006251335,0.0001904936,2.8951969147,0.0021755339,0.9256924987,0.0024942441,0.2781609297,0.0025205347,1.9974364042,0.0001038585,9.7004613876,0.7966149449,0.0,0.0,10.3029518127,0.2601153553,76.0970001221,0.2575886846,3.2110185623,0.0152108837,0.9489063025,0.0022543115,0.0025635958,0.0001038585,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39317891,0.000732765,0.0,0.0,0.5557278395,0.0015215488,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.2811453342,0.017535435,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,V/H
504,81826,T001/rfrid,52.6269989014,55.771198272700005,0.44442451,0.014140126299999998,5.7853131294,0.06256357580000001,4.0843110085,0.137250483,0.5872005224,0.0186827891,5.9372081757,0.0642061979,6.5940752029,0.2215894014,0.044117026,0.0056685335,0.0380142219,0.0045692273,0.0366124995,0.005148306,2.4154765606,0.31036111710000003,2.0844454765,0.2505458295,1.9347413778,0.4761206806,3.1785948277,0.6793946028,3.2852573394999998,0.4761206806,1.0026801825,0.0008585741,0.9852516651000001,0.0013276138000000001,0.9839093685,0.0016668116,3.8285126686,0.0032785931,3.8189673424,0.0051372972999999995,3.8182327747,0.0064688427000000005,3.8270442486,0.0,0.0097603463,0.001892749,0.1634911895,0.013175185800000001,0.1581907719,0.0332200825,0.12233496460000001,0.0041109831,1.5120074749,0.112565361,3.7527800000000003e-05,5.970000000000001e-07,-1.0,-1.0,1.509344101,0.0574840717,1.3827189207,0.0565508343,1.9758470058000002,0.0072063268,2.0009684563,0.0003524403,2.8882141113,0.0044249534,0.9341760278,0.004017923,0.28060513730000003,0.0047068163,1.9978839159000001,0.0006253824,9.520311355599999,0.6987139582999999,0.0,0.0,10.056557655299999,0.2459313273,76.6585006714,0.2864355743,3.2465054989,0.0170637518,0.8458828926,0.0059415647,0.0021160841,0.0006253824,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387501508,0.0024642425,0.0,0.0,0.458381325,0.0034773275,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.9854770303,0.26824304460000004,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,2,V/H
522,81996,T005/lfrassin,53.996799468999995,55.9707984924,0.4354161322,0.0106890146,5.2135543823,0.04571584980000001,3.6174135208,0.09429875019999999,0.5843715072,0.0143457139,5.3121180534,0.0465801209,5.9717674254999995,0.1556720585,0.0437120534,0.0054692481999999995,0.0322982743,0.0032778489,0.0334006511,0.0045087119,2.2632851600999997,0.283182025,1.6728774309,0.1697749943,1.6217769384,0.28642061350000003,2.1725988388,0.4723501503,2.0407931805,0.28642061350000003,0.996604383,0.0005182241,0.9857349992000001,0.0010293957,0.9843760133,0.0012235038,3.8151109219,0.0019841335999999997,3.8094830513,0.003971478400000001,3.8087799549,0.0047405972,3.8168697357,0.0,0.0063444534,0.0013416801,0.171597749,0.0097708972,0.14873676,0.0325740427,0.10484197740000001,0.002733021,1.5044065714,0.08705487099999999,3.63172e-05,4.458e-07,-1.0,-1.0,1.182492733,0.034316171,1.038238883,0.0321129933,1.9676873684,0.0057084854,2.153260231,0.0002392391,2.9166915417,0.0030716135999999997,0.8941243887,0.0034973575,0.21956822280000002,0.0048800986,2.0725665092,0.0067649884,8.366185188300001,0.43380874399999997,0.0,0.0,9.0078315735,0.21179962160000002,72.41538238529999,0.2026706338,3.1525843143,0.0137428455,0.7862747312,0.0020748896,0.0,0.0067649884,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7862747312,0.0020748896,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.5444898605000001,0.1247920766,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,V/V
523,81996,T002/rfrid,56.3596992493,58.9720001221,0.25152936579999996,0.0103121186,6.960190773,0.0644468591,2.7995812893000003,0.11766719070000001,0.3839648068,0.0157416631,7.080533504500001,0.065561153,5.449922561599999,0.2290617824,0.0378724784,0.006154953,0.031322699,0.0035702210999999998,0.030260637400000002,0.0050313976,2.0158047675999997,0.3276042044,1.6678696871,0.1901069731,1.5789306163999999,0.3487925529,4.1445412636,0.27006855609999997,4.7855691910000004,0.3487925529,1.0058717728,0.0004974569,0.9947776198,0.0015036175,0.9934715629,0.001688528,3.8172798157,0.0018873212,3.8113758563999998,0.0057505798,3.8106811047000004,0.0064802575,3.8141536713,0.0,0.0051118438,0.0014493342,0.2068662196,0.018636059,0.180148825,0.053593006,0.0895467103,0.0037636734,5.712670803099999,0.5213080645,2.74161e-05,5.62e-07,-1.0,-1.0,1.0850545168,0.022886998999999998,0.8923649788,0.0175554529,1.9558258057,0.0049821069,2.1538264751,0.0002696269,2.9162766933,0.0014306185,0.8925323486,0.0032663683,0.2183020711,0.0036438734000000003,2.0410811901,0.0088307476,8.439081192,0.289626807,0.0,0.0,9.3584880829,0.1635160893,72.2438430786,0.2407095879,3.1606354713,0.011471468,5.003007412,0.114773035,0.0,0.0088307476,0.0,0.0,0.0,0.0,-0.0,0.0,0.0020913719,0.0152503829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0009160042000005,0.1173291206,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,4.4566392899,0.9005125761,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,V/V
524,81997,T001/rfrid,53.63299942020001,55.996101379399995,0.42337667939999996,0.012716286799999999,5.3553371429,0.0835457221,3.6434676647,0.1233139932,0.5772419571999999,0.017337691000000002,5.428748130800001,0.08469096570000001,6.0299654007,0.2040855587,0.0389761217,0.006603674,0.0398276448,0.0048019239,0.032916341,0.0057735164,2.0221912861,0.3426172435,2.06731534,0.2492512912,1.4161965847,0.1933828145,2.4835700989,0.39532008770000004,2.4762043953,0.1933828145,0.9986553788,0.0009845205,0.9878908992000001,0.0011667507,0.9845263958,0.0016167228,3.8134891987,0.0037600878000000003,3.8079044819,0.0044917273,3.8061594963,0.0062520802,3.8141872883,0.0,0.0055515887,0.0029464853,0.1585757881,0.012133386000000001,0.14557482300000002,0.0780620649,0.1070119813,0.0036218447999999998,1.5821849108000001,0.1197259277,3.57897e-05,5.375e-07,-1.0,-1.0,1.1727813482,0.0397385322,1.0326398611,0.0412668698,1.9694515466999998,0.0121377977,2.1535654068,0.0001960775,2.9143457413,0.004357894,0.8945724368000001,0.0045950198999999995,0.21908763050000002,0.0055990899,1.9937109947,0.00017211790000000001,8.5219888687,0.20077948269999998,0.0,0.0,9.1573581696,0.2688721418,72.3945465088,0.2782719433,3.1538660525999997,0.0207040142,0.7875254154000001,0.0029135402,0.0062890053,0.00017211790000000001,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64576e-05,0.0012082964,0.0,0.0,0.0,0.0,0.7874289751000001,0.0024899114,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.4917776585,0.19680231809999998,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,V/V
526,81998,T001/rfrid,54.085899353,55.9356994629,0.2746059,0.0122427996,6.180270195,0.0823217258,2.6462352276,0.1231305227,0.4119800329,0.0183673725,6.444525241900001,0.0858416259,5.3765978813,0.2501755357,0.0419084579,0.0067010438,0.0278215967,0.0040006344000000004,0.0321523212,0.0055185626000000005,2.2126369476,0.35379439590000006,1.4695141315,0.21131026739999997,1.0739635229,0.18227180839999998,4.081346035,0.5552045107,4.5613474846,0.18227180839999998,1.0071501731999999,0.0007586902000000001,0.992849648,0.0016974898999999998,0.9934996962999999,0.0019813005,3.8128600121,0.0028722916999999997,3.8053104877,0.0064927111,3.8053104877,0.007595798000000001,3.8090853691000004,0.0,0.0110980533,0.0018668201999999998,0.2208183259,0.0212116577,0.20978520809999998,0.0406369157,0.0831577778,0.0038693691999999997,4.3677749634,0.4476376176,2.85737e-05,6.37e-07,-1.0,-1.0,1.0802271366,0.030125835899999998,0.9107187986,0.0140546914,1.9608291387999999,0.0065081227000000005,2.1531307697,0.0002321888,2.9137439728,0.0030192502000000003,0.8950325847,0.0040447484,0.216641888,0.0044664158,2.111364603,0.0096935239,8.4545793533,0.3002024591,0.0,0.0,9.310338974,0.1892370731,72.3842010498,0.25487846140000003,3.1591603756,0.014820423000000001,2.9396340847,0.027925303199999998,0.0,0.0096935239,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9396340847,0.027925303199999998,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,3.6328811645999997,0.0437512808,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,V/V
528,81999,T007/lfrassin,54.507900238000005,55.997299194300005,0.336324513,0.0194909871,6.5313630104,0.0752198994,3.3308053017000003,0.1968045384,0.4355115891,0.0252391677,6.6477212906,0.0765599683,5.479539394400001,0.3237650394,0.0740785524,0.0124471476,0.0213039685,0.0047866018,0.047926772400000005,0.009429820799999999,3.9164304732999997,0.6580634713,1.1267380714,0.2531569004,1.9324541091999998,0.33400720359999997,3.0873131752,0.8190693855,3.0085430145,0.33400720359999997,0.9993561506,0.0005911117,0.9806848764,0.0027584321999999995,0.9935632348000001,0.0029908315999999996,3.8074064255,0.0022524926000000002,3.7975370884,0.0106284758,3.8043429852,0.011576606000000001,3.8077468872000004,0.0,0.0038373831,0.0012489794,0.2671497464,0.0309340823,0.21808172760000002,0.0753386989,0.0942274332,0.005567538100000001,3.1235399245999997,0.39800944920000003,3.1578699999999996e-05,9.15e-07,-1.0,-1.0,1.088771224,0.0207345281,0.9108939767,0.015155543600000002,1.9581360817,0.009044658399999999,2.1534457206999997,0.0002082274,2.9130983352999995,0.0033252273999999997,0.8955934644,0.0029977267,0.21699562670000003,0.0045955847,1.9863169193,0.0002705018,8.3929157257,0.39104145770000004,0.0,0.0,9.2617340088,0.230324477,72.3966064453,0.2489061505,3.1644625663999997,0.010615956000000001,2.9254095554000004,0.0223921519,0.013683080700000001,0.0002705018,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9254095554000004,0.0223921519,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,3.6478822231,0.0317881033,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,V/V
545,82198,T003/lfrassin,53.501701355,56.002101898199996,0.4138245881,0.01038884,5.9547724724,0.0547296628,3.9402792454,0.1053393707,0.5532976985,0.013890235700000001,6.0593533515999995,0.0556908548,6.23965168,0.1668107659,0.0533571169,0.0042296657,0.048977375,0.0036218069,0.04401109,0.0039374838,2.8694899082,0.22746698559999998,2.6374080181,0.1950325668,2.575864315,0.3388208747,2.763625145,0.5620285273,3.0941514969,0.3388208747,1.0006774664,0.0007607389,0.9837093949,0.0011751227,0.9809905291,0.0014616329000000001,3.8264532089,0.0029081509000000003,3.8169600964,0.0045499662,3.8158645630000003,0.005687265699999999,3.8260884285000003,0.0,0.008681112900000001,0.0019595064000000003,0.2114202231,0.0119735831,0.195076853,0.045397710099999995,0.11505934599999999,0.003075995,1.7513133287,0.1040276587,3.63809e-05,4.567e-07,-1.0,-1.0,1.4664442538999998,0.0411316454,1.3340703248999999,0.0385086648,1.9740903378,0.0074538663,2.0002071857,0.0004528064,2.8880941868,0.0024529365,0.9311007260999999,0.0032526618,0.27816301579999997,0.004445266,1.9879568815000002,0.0002839004,10.028425216699999,0.9240695834,0.0,0.0,10.5859060287,0.2373748124,76.2536773682,0.3271628916,3.2283875942,0.015653876599999998,2.8244175911,0.08910492060000001,0.012043118500000002,0.0002839004,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4498627186,0.08708688619999999,0.4161711633,0.002242465,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.8011951447,0.2125374377,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,V/H
574,82436,T034/lfrassin,50.0971984863,52.010799408000004,0.5159236193,0.0161414146,5.577533721900001,0.0556023046,4.5438275337,0.14920243619999998,0.6569996476,0.0205551814,5.7076411247,0.05689933900000001,6.961918354,0.2286035568,0.0506696813,0.006479688000000001,0.0340189822,0.0049545737,0.039407976000000004,0.0057677622,2.5789897442,0.3298037052,1.7329914569999998,0.2523953915,2.5863859653,0.4355798662,2.7361643314,0.4863941967,2.4108650684,0.4355798662,0.9978346229,0.0007664703,0.9812160134000001,0.0014623662,0.9819386601000001,0.0017372173999999998,3.8268790244999997,0.0029399804999999998,3.8184196949,0.0056794886,3.8187875748,0.0067702536,3.8279826641000003,0.0,0.0081575569,0.0014675023000000002,0.1682667732,0.013258393899999998,0.1557293236,0.030584313,0.12749972939999998,0.0041866177,1.1462469101000001,0.08315087110000001,3.94925e-05,6.178e-07,1.2655669451,0.025409430299999997,1.4896097183,0.033522278100000004,1.4419203997,0.039532512400000004,1.9830518961,0.0053254836,2.1032700538999998,0.000257281,2.8981556892,0.0025552539000000003,0.9252849220999999,0.0021833377,0.2726126909,0.0024343627,1.9976247549000001,0.0007230110000000001,9.8696022034,0.8207288384,0.0001028406,0.00031698130000000003,10.3599786758,0.2684055269,75.45652771,0.2128785402,3.30143857,0.0131985554,0.39790156479999994,0.0010376715,0.0021242613000000002,0.0019770795000000002,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39790156479999994,0.0010376715,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.49570679659999994,0.0386137329,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,V/H
575,82447,T041/lfrassin,49.195098877,50.8628997803,0.5043044686,0.0117622251,5.677256584199999,0.0459404662,4.5634660721,0.11266068369999999,0.6536787152,0.015246178,5.7863473891999995,0.0468232334,7.0175924301,0.1732469797,0.0381212831,0.0048025064,0.0350592807,0.0043009478000000005,0.0320534185,0.004558630300000001,1.9827746153,0.24978929760000002,1.8255740403999998,0.2239549309,2.0301246643,0.4410778582,3.2925186156999997,0.360404402,2.9675538539999997,0.4410778582,1.0007112026,0.0006204044999999999,0.9864706993000001,0.0010384407,0.9850460290999999,0.0012731144,3.8285717964,0.0023733797,3.8211627007,0.0040185768,3.8204219341,0.0049411249,3.8282012939,0.0,0.0067142239,0.0012295314,0.1296480745,0.0085029174,0.12328311060000001,0.0239802338,0.1329651475,0.0032825803000000003,1.1985081434,0.0656055361,3.8859299999999996e-05,4.532e-07,1.2665036917,0.0197124463,1.4589509963999998,0.0274997,1.4175173044,0.0308469087,1.98434937,0.0061878655000000005,2.1013710499,0.00067562,2.8964734077,0.0024854526999999998,0.9272362590000001,0.0026328538,0.2721144557,0.0026472809000000004,1.9993946552000001,9.97901e-05,9.7457857132,0.42400306460000003,0.0,0.0,10.2155475616,0.19325301050000002,75.5877532959,0.2534753382,3.3020350933,0.013602306100000001,0.4124442339,0.0009618833000000001,0.0006443912,0.0001267384,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4124442339,0.0009618833000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.4701425135,0.011973498400000001,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,V/H
